hu_ngram,n,en_word,en_pron,cost,count
szat,1,set,s ɛ t,1.84,8
széd,1,said,s ɛ d,1.84,8
zsidó,1,did,d ɪ d,1.84,8
bál,1,bill,b ɪ l,1.84,7
bít,1,but,b ʌ t,1.84,7
dől,1,deal,d i l,1.84,7
fék,1,fuck,f ʌ k,1.84,7
fűz,1,phase,f eɪ z,1.84,7
hav,1,have,h æ v,1.84,7
káp,1,keep,k i p,1.84,7
kén,1,can,k æ n,1.84,7
küz,1,'cause,k ʌ z,1.84,7
megye,1,men,m ɛ n,1.84,7
tete,1,get,g ɛ t,1.84,7
tül,1,tell,t ɛ l,1.84,7
bab,1,bob,b ɑ b,1.84,6
bék,1,back,b æ k,1.84,6
bél,1,bill,b ɪ l,1.84,6
dál,1,deal,d i l,1.84,6
fém,1,firm,f ɝ m,1.84,6
ját,1,yet,j ɛ t,1.84,6
kál,1,call,k ɔ l,1.84,6
küsz,1,case,k eɪ s,1.84,6
lév,1,love,l ʌ v,1.84,6
nam,1,name,n eɪ m,1.84,6
nav,1,nov,n oʊ v,1.84,6
nád,1,need,n i d,1.84,6
szét,1,set,s ɛ t,1.84,6
tób,1,tube,t u b,1.84,6
vat,1,vote,v oʊ t,1.84,6
ald,1,old,oʊ l d,1.84,5
ax,1,x,ɛ k s,1.84,5
bas,1,bush,b ʊ ʃ,1.84,5
báty,1,beach,b i tʃ,1.84,5
dísz,1,des,d ɛ s,1.84,5
foci,1,fall,f ɔ l,1.84,5
gyék,1,jack,dʒ æ k,1.84,5
jei,1,yet,j ɛ t,1.84,5
kore,1,call,k ɔ l,1.84,5
kád,1,could,k ʊ d,1.84,5
kút,1,cut,k ʌ t,1.84,5
lán,1,line,l aɪ n,1.84,5
mese,1,men,m ɛ n,1.84,5
mán,1,man,m æ n,1.84,5
mék,1,make,m eɪ k,1.84,5
pán,1,pain,p eɪ n,1.84,5
pát,1,put,p ʊ t,1.84,5
sam,1,shame,ʃ eɪ m,1.84,5
szén,1,seen,s i n,1.84,5
tad,1,tied,t aɪ d,1.84,5
tüz,1,ties,t aɪ z,1.84,5
and,1,and,ʌ n d,1.84,4
baz,1,boys,b ɔɪ z,1.84,4
dül,1,deal,d i l,1.84,4
fas,1,fish,f ɪ ʃ,1.84,4
fűt,1,fight,f aɪ t,1.84,4
gyan,1,john,dʒ ɑ n,1.84,4
gyász,1,juice,dʒ u s,1.84,4
gyél,1,jail,dʒ eɪ l,1.84,4
hobbi,1,hall,h ɔ l,1.84,4
hova,1,have,h æ v,1.84,4
hová,1,have,h æ v,1.84,4
háb,1,hub,h ʌ b,1.84,4
húsz,1,house,h aʊ s,1.84,4
hűt,1,hit,h ɪ t,1.84,4
jász,1,use,j u s,1.84,4
kasz,1,case,k eɪ s,1.84,4
kóp,1,keep,k i p,1.84,4
lász,1,less,l ɛ s,1.84,4
lőt,1,lot,l ɑ t,1.84,4
méz,1,ms,m ɪ z,1.84,4
nedv,1,said,s ɛ d,1.84,4
ney,1,net,n ɛ t,1.84,4
pak,1,pick,p ɪ k,1.84,4
peri,1,pet,p ɛ t,1.84,4
pál,1,paul,p ɔ l,1.84,4
roncs,1,gone,g ɔ n,1.84,4
szal,1,sale,s eɪ l,1.84,4
szász,1,sauce,s ɔ s,1.84,4
sán,1,shown,ʃ oʊ n,1.84,4
sík,1,shock,ʃ ɑ k,1.84,4
sín,1,shown,ʃ oʊ n,1.84,4
tát,1,taught,t ɔ t,1.84,4
vát,1,vote,v oʊ t,1.84,4
vén,1,van,v æ n,1.84,4
báb,1,bob,b ɑ b,1.84,3
bász,1,base,b eɪ s,1.84,3
bát,1,but,b ʌ t,1.84,3
csoki,1,talk,t ɔ k,1.84,3
dát,1,date,d eɪ t,1.84,3
dész,1,des,d ɛ s,1.84,3
dít,1,date,d eɪ t,1.84,3
dós,1,dish,d ɪ ʃ,1.84,3
dúl,1,deal,d i l,1.84,3
füv,1,five,f aɪ v,1.84,3
főn,1,fun,f ʌ n,1.84,3
gyém,1,jim,dʒ ɪ m,1.84,3
gyük,1,jack,dʒ æ k,1.84,3
haw,1,have,h æ v,1.84,3
homo,1,him,h ɪ m,1.84,3
hám,1,him,h ɪ m,1.84,3
hév,1,have,h æ v,1.84,3
hód,1,had,h æ d,1.84,3
hüv,1,have,h æ v,1.84,3
hűl,1,whole,h oʊ l,1.84,3
jól,1,you'll,j u l,1.84,3
jót,1,yet,j ɛ t,1.84,3
kém,1,come,k ʌ m,1.84,3
lágy,1,lodge,l ɑ dʒ,1.84,3
messzi,1,men,m ɛ n,1.84,3
more,1,mall,m ɔ l,1.84,3
mün,1,man,m æ n,1.84,3
nad,1,need,n i d,1.84,3
pas,1,push,p ʊ ʃ,1.84,3
pofá,1,paul,p ɔ l,1.84,3
poén,1,paul,p ɔ l,1.84,3
pász,1,pass,p æ s,1.84,3
pék,1,pick,p ɪ k,1.84,3
pét,1,put,p ʊ t,1.84,3
pók,1,pick,p ɪ k,1.84,3
rezg,1,says,s ɛ z,1.84,3
szad,1,said,s ɛ d,1.84,3
szam,1,some,s ʌ m,1.84,3
szűk,1,sick,s ɪ k,1.84,3
tory,1,talk,t ɔ k,1.84,3
wat,1,vote,v oʊ t,1.84,3
agsz,1,x,ɛ k s,1.84,2
bam,1,bomb,b ɑ m,1.84,2
boy,1,ball,b ɔ l,1.84,2
bugyi,1,book,b ʊ k,1.84,2
béb,1,bob,b ɑ b,1.84,2
bün,1,been,b ɪ n,1.84,2
bűz,1,boys,b ɔɪ z,1.84,2
cuki,1,look,l ʊ k,1.84,2
dat,1,date,d eɪ t,1.84,2
dav,1,dave,d eɪ v,1.84,2
doki,1,talk,t ɔ k,1.84,2
dán,1,down,d aʊ n,1.84,2
dász,1,des,d ɛ s,1.84,2
dús,1,dish,d ɪ ʃ,1.84,2
dűl,1,deal,d i l,1.84,2
eke,1,x,ɛ k s,1.84,2
erde,1,end,ɛ n d,1.84,2
fene,1,when,w ɛ n,1.84,2
furá,1,full,f ʊ l,1.84,2
fát,1,fight,f aɪ t,1.84,2
fók,1,fuck,f ʌ k,1.84,2
fót,1,fight,f aɪ t,1.84,2
fők,1,fuck,f ʌ k,1.84,2
gine,1,been,b ɪ n,1.84,2
gkong,1,long,l ɔ ŋ,1.84,2
gyón,1,john,dʒ ɑ n,1.84,2
hap,1,hope,h oʊ p,1.84,2
hím,1,him,h ɪ m,1.84,2
híz,1,his,h ɪ z,1.84,2
hóf,1,half,h æ f,1.84,2
inga,1,inc,ɪ ŋ k,1.84,2
jezsu,1,yet,j ɛ t,1.84,2
keve,1,ken,k ɛ n,1.84,2
key,1,ken,k ɛ n,1.84,2
kla,1,clay,k l eɪ,1.84,2
kév,1,cave,k eɪ v,1.84,2
kúp,1,keep,k i p,1.84,2
law,1,love,l ʌ v,1.84,2
legi,1,let,l ɛ t,1.84,2
lám,1,lamb,l æ m,1.84,2
légy,1,lodge,l ɑ dʒ,1.84,2
lót,1,lot,l ɑ t,1.84,2
mak,1,make,m eɪ k,1.84,2
mottó,1,mall,m ɔ l,1.84,2
mák,1,make,m eɪ k,1.84,2
máz,1,ms,m ɪ z,1.84,2
nemű,1,them,ð ɛ m,1.84,2
nák,1,neck,n ɛ k,1.84,2
nát,1,not,n ɑ t,1.84,2
onta,1,ain't,eɪ n t,1.84,2
pam,1,palm,p ɑ m,1.84,2
peru,1,pet,p ɛ t,1.84,2
puszi,1,put,p ʊ t,1.84,2
pész,1,pass,p æ s,1.84,2
pün,1,pain,p eɪ n,1.84,2
ritu,1,shit,ʃ ɪ t,1.84,2
sat,1,shit,ʃ ɪ t,1.84,2
see,1,shell,ʃ ɛ l,1.84,2
szaf,1,safe,s eɪ f,1.84,2
szósz,1,sauce,s ɔ s,1.84,2
szút,1,set,s ɛ t,1.84,2
szől,1,sale,s eɪ l,1.84,2
szűz,1,says,s ɛ z,1.84,2
sál,1,shall,ʃ æ l,1.84,2
sát,1,shit,ʃ ɪ t,1.84,2
sün,1,shown,ʃ oʊ n,1.84,2
sőd,1,should,ʃ ʊ d,1.84,2
sőf,1,chef,ʃ ɛ f,1.84,2
sől,1,shall,ʃ æ l,1.84,2
teri,1,tell,t ɛ l,1.84,2
toni,1,talk,t ɔ k,1.84,2
tyén,1,chain,tʃ eɪ n,1.84,2
tyúk,1,check,tʃ ɛ k,1.84,2
ták,1,take,t eɪ k,1.84,2
táz,1,ties,t aɪ z,1.84,2
vasz,1,voice,v ɔɪ s,1.84,2
work,1,von,v ɔ n,1.84,2
zseni,1,when,w ɛ n,1.84,2
1x,1,x,ɛ k s,1.84,1
2nd,1,and,ʌ n d,1.84,1
2x,1,x,ɛ k s,1.84,1
4x,1,x,ɛ k s,1.84,1
5x,1,x,ɛ k s,1.84,1
6x,1,x,ɛ k s,1.84,1
aksz,1,x,ɛ k s,1.84,1
ant,1,ain't,eɪ n t,1.84,1
audi,1,would,w ʊ d,1.84,1
auto,1,put,p ʊ t,1.84,1
bad,1,bad,b æ d,1.84,1
beau,1,bed,b ɛ d,1.84,1
bebe,1,bed,b ɛ d,1.84,1
bee,1,bed,b ɛ d,1.84,1
beke,1,back,b æ k,1.84,1
belle,1,bed,b ɛ d,1.84,1
berry,1,bed,b ɛ d,1.84,1
bette,1,bed,b ɛ d,1.84,1
betti,1,bed,b ɛ d,1.84,1
bey,1,bed,b ɛ d,1.84,1
bla,1,blue,b l u,1.84,1
bobby,1,ball,b ɔ l,1.84,1
bobo,1,ball,b ɔ l,1.84,1
boci,1,ball,b ɔ l,1.84,1
body,1,bad,b æ d,1.84,1
bone,1,been,b ɪ n,1.84,1
bono,1,been,b ɪ n,1.84,1
bori,1,ball,b ɔ l,1.84,1
btk,1,pick,p ɪ k,1.84,1
bubi,1,book,b ʊ k,1.84,1
buddy,1,book,b ʊ k,1.84,1
buffy,1,book,b ʊ k,1.84,1
buy,1,book,b ʊ k,1.84,1
buzi,1,book,b ʊ k,1.84,1
bám,1,bomb,b ɑ m,1.84,1
bük,1,back,b æ k,1.84,1
büsz,1,base,b eɪ s,1.84,1
ciki,1,pick,p ɪ k,1.84,1
cole,1,call,k ɔ l,1.84,1
colo,1,call,k ɔ l,1.84,1
cseke,1,check,tʃ ɛ k,1.84,1
csiky,1,pick,p ɪ k,1.84,1
csini,1,been,b ɪ n,1.84,1
csuda,1,would,w ʊ d,1.84,1
dad,1,did,d ɪ d,1.84,1
das,1,dish,d ɪ ʃ,1.84,1
daz,1,does,d ʌ z,1.84,1
dee,1,death,d ɛ θ,1.84,1
dei,1,death,d ɛ θ,1.84,1
demi,1,them,ð ɛ m,1.84,1
demo,1,them,ð ɛ m,1.84,1
dere,1,death,d ɛ θ,1.84,1
dns,1,dish,d ɪ ʃ,1.84,1
dori,1,dog,d ɔ g,1.84,1
dove,1,dog,d ɔ g,1.84,1
dvd,1,did,d ɪ d,1.84,1
dzseki,1,check,tʃ ɛ k,1.84,1
dám,1,damn,d æ m,1.84,1
dáv,1,dave,d eɪ v,1.84,1
dés,1,dish,d ɪ ʃ,1.84,1
dóm,1,damn,d æ m,1.84,1
dúsz,1,des,d ɛ s,1.84,1
düs,1,dish,d ɪ ʃ,1.84,1
e.on,1,gone,g ɔ n,1.84,1
eki,1,x,ɛ k s,1.84,1
fak,1,fuck,f ʌ k,1.84,1
fam,1,firm,f ɝ m,1.84,1
fat,1,fight,f aɪ t,1.84,1
fee,1,fell,f ɛ l,1.84,1
fei,1,fell,f ɛ l,1.84,1
feri,1,fell,f ɛ l,1.84,1
flynn,1,fun,f ʌ n,1.84,1
fps,1,fish,f ɪ ʃ,1.84,1
fuck,1,full,f ʊ l,1.84,1
fuji,1,full,f ʊ l,1.84,1
fura,1,full,f ʊ l,1.84,1
furi,1,full,f ʊ l,1.84,1
fury,1,full,f ʊ l,1.84,1
fvm,1,firm,f ɝ m,1.84,1
fx,1,face,f eɪ s,1.84,1
fész,1,face,f eɪ s,1.84,1
fúv,1,five,f aɪ v,1.84,1
füs,1,fish,f ɪ ʃ,1.84,1
gdp,1,keep,k i p,1.84,1
gelo,1,well,w ɛ l,1.84,1
gene,1,when,w ɛ n,1.84,1
ghz,1,'cause,k ʌ z,1.84,1
gimi,1,him,h ɪ m,1.84,1
gino,1,been,b ɪ n,1.84,1
give,1,give,g ɪ v,1.84,1
goku,1,talk,t ɔ k,1.84,1
gone,1,gone,g ɔ n,1.84,1
gong,1,long,l ɔ ŋ,1.84,1
gps,1,cash,k æ ʃ,1.84,1
gsm,1,come,k ʌ m,1.84,1
gyessy,1,jeff,dʒ ɛ f,1.84,1
gyufa,1,jeff,dʒ ɛ f,1.84,1
gyál,1,jail,dʒ eɪ l,1.84,1
gyám,1,jim,dʒ ɪ m,1.84,1
gyík,1,jack,dʒ æ k,1.84,1
gyósz,1,juice,dʒ u s,1.84,1
gyúl,1,jail,dʒ eɪ l,1.84,1
haz,1,his,h ɪ z,1.84,1
hdtv,1,have,h æ v,1.84,1
hehe,1,head,h ɛ d,1.84,1
hello,1,head,h ɛ d,1.84,1
helyi,1,head,h ɛ d,1.84,1
henri,1,head,h ɛ d,1.84,1
henry,1,head,h ɛ d,1.84,1
henyi,1,head,h ɛ d,1.84,1
here,1,head,h ɛ d,1.84,1
hero,1,head,h ɛ d,1.84,1
hey,1,head,h ɛ d,1.84,1
hobo,1,hall,h ɔ l,1.84,1
hoki,1,talk,t ɔ k,1.84,1
holló,1,hall,h ɔ l,1.84,1
home,1,him,h ɪ m,1.84,1
hope,1,hope,h oʊ p,1.84,1
hori,1,hall,h ɔ l,1.84,1
horn,1,hall,h ɔ l,1.84,1
hory,1,hall,h ɔ l,1.84,1
hosszu,1,hall,h ɔ l,1.84,1
hpv,1,have,h æ v,1.84,1
hrsz,1,house,h aʊ s,1.84,1
http,1,hope,h oʊ p,1.84,1
hád,1,had,h æ d,1.84,1
jad,1,you'd,j u d,1.84,1
jean,1,yet,j ɛ t,1.84,1
jedi,1,said,s ɛ d,1.84,1
jenna,1,yet,j ɛ t,1.84,1
jerry,1,yet,j ɛ t,1.84,1
jesse,1,yet,j ɛ t,1.84,1
jets,1,yet,j ɛ t,1.84,1
joan,1,y'all,j ɔ l,1.84,1
jobs,1,y'all,j ɔ l,1.84,1
jock,1,y'all,j ɔ l,1.84,1
jody,1,y'all,j ɔ l,1.84,1
joe,1,y'all,j ɔ l,1.84,1
john,1,y'all,j ɔ l,1.84,1
johnny,1,y'all,j ɔ l,1.84,1
jong,1,long,l ɔ ŋ,1.84,1
jose,1,y'all,j ɔ l,1.84,1
josh,1,y'all,j ɔ l,1.84,1
josé,1,y'all,j ɔ l,1.84,1
jovi,1,you've,j u v,1.84,1
joy,1,y'all,j ɔ l,1.84,1
jál,1,you'll,j u l,1.84,1
jét,1,yet,j ɛ t,1.84,1
jósz,1,use,j u s,1.84,1
júl,1,you'll,j u l,1.84,1
kad,1,could,k ʊ d,1.84,1
kak,1,kick,k ɪ k,1.84,1
katy,1,coach,k oʊ tʃ,1.84,1
kaw,1,cave,k eɪ v,1.84,1
kbs,1,cash,k æ ʃ,1.84,1
kefe,1,jeff,dʒ ɛ f,1.84,1
kei,1,ken,k ɛ n,1.84,1
kele,1,well,w ɛ l,1.84,1
kemo,1,them,ð ɛ m,1.84,1
kerry,1,ken,k ɛ n,1.84,1
kette,1,ken,k ɛ n,1.84,1
kezi,1,says,s ɛ z,1.84,1
kft,1,cut,k ʌ t,1.84,1
khm,1,come,k ʌ m,1.84,1
kht,1,cut,k ʌ t,1.84,1
khz,1,'cause,k ʌ z,1.84,1
klm,1,come,k ʌ m,1.84,1
kló,1,clay,k l eɪ,1.84,1
kobe,1,call,k ɔ l,1.84,1
koi,1,call,k ɔ l,1.84,1
kori,1,call,k ɔ l,1.84,1
krt,1,cut,k ʌ t,1.84,1
ktm,1,come,k ʌ m,1.84,1
kvvm,1,come,k ʌ m,1.84,1
kél,1,call,k ɔ l,1.84,1
kím,1,come,k ʌ m,1.84,1
kít,1,cut,k ʌ t,1.84,1
kós,1,cash,k æ ʃ,1.84,1
kők,1,kick,k ɪ k,1.84,1
laf,1,life,l aɪ f,1.84,1
lav,1,love,l ʌ v,1.84,1
laz,1,lose,l u z,1.84,1
lcd,1,lead,l ɛ d,1.84,1
lee,1,let,l ɛ t,1.84,1
lege,1,let,l ɛ t,1.84,1
lego,1,let,l ɛ t,1.84,1
lene,1,when,w ɛ n,1.84,1
leni,1,when,w ɛ n,1.84,1
lery,1,let,l ɛ t,1.84,1
lmp,1,loop,l u p,1.84,1
lsd,1,lead,l ɛ d,1.84,1
luce,1,look,l ʊ k,1.84,1
luci,1,look,l ʊ k,1.84,1
lucy,1,look,l ʊ k,1.84,1
lufi,1,life,l aɪ f,1.84,1
lulu,1,look,l ʊ k,1.84,1
lx,1,less,l ɛ s,1.84,1
láv,1,love,l ʌ v,1.84,1
lész,1,less,l ɛ s,1.84,1
lón,1,line,l aɪ n,1.84,1
lóv,1,love,l ʌ v,1.84,1
lúd,1,lead,l ɛ d,1.84,1
lőf,1,life,l aɪ f,1.84,1
lők,1,like,l aɪ k,1.84,1
lőn,1,line,l aɪ n,1.84,1
map,1,map,m æ p,1.84,1
mav,1,move,m u v,1.84,1
mei,1,men,m ɛ n,1.84,1
merre,1,men,m ɛ n,1.84,1
messi,1,men,m ɛ n,1.84,1
messze,1,men,m ɛ n,1.84,1
mhz,1,ms,m ɪ z,1.84,1
mkb,1,mob,m ɑ b,1.84,1
mkp,1,map,m æ p,1.84,1
mlb,1,mob,m ɑ b,1.84,1
mlsz,1,miss,m ɪ s,1.84,1
moby,1,mall,m ɔ l,1.84,1
mode,1,made,m eɪ d,1.84,1
moe,1,mall,m ɔ l,1.84,1
mohó,1,mall,m ɔ l,1.84,1
moi,1,mall,m ɔ l,1.84,1
mojo,1,mall,m ɔ l,1.84,1
mokka,1,mall,m ɔ l,1.84,1
mome,1,mom,m ɑ m,1.84,1
momo,1,mom,m ɑ m,1.84,1
mono,1,man,m æ n,1.84,1
monty,1,mall,m ɔ l,1.84,1
mora,1,mall,m ɔ l,1.84,1
mori,1,mall,m ɔ l,1.84,1
moto,1,might,m aɪ t,1.84,1
move,1,move,m u v,1.84,1
mszp,1,map,m æ p,1.84,1
mtk,1,make,m eɪ k,1.84,1
mtv,1,move,m u v,1.84,1
muse,1,push,p ʊ ʃ,1.84,1
muze,1,ms,m ɪ z,1.84,1
mx,1,miss,m ɪ s,1.84,1
máv,1,move,m u v,1.84,1
mém,1,mom,m ɑ m,1.84,1
mén,1,man,m æ n,1.84,1
műt,1,might,m aɪ t,1.84,1
naz,1,news,n u z,1.84,1
ndk,1,neck,n ɛ k,1.84,1
neal,1,net,n ɛ t,1.84,1
near,1,net,n ɛ t,1.84,1
nedy,1,said,s ɛ d,1.84,1
nee,1,net,n ɛ t,1.84,1
neha,1,net,n ɛ t,1.84,1
neli,1,well,w ɛ l,1.84,1
nemo,1,them,ð ɛ m,1.84,1
nero,1,net,n ɛ t,1.84,1
nesty,1,net,n ɛ t,1.84,1
nevü,1,net,n ɛ t,1.84,1
news,1,net,n ɛ t,1.84,1
nhl,1,nail,n eɪ l,1.84,1
node,1,need,n i d,1.84,1
noni,1,known,n oʊ n,1.84,1
note,1,not,n ɑ t,1.84,1
nova,1,nov,n oʊ v,1.84,1
nová,1,nov,n oʊ v,1.84,1
nszk,1,neck,n ɛ k,1.84,1
nzd,1,need,n i d,1.84,1
nán,1,known,n oʊ n,1.84,1
nász,1,nice,n aɪ s,1.84,1
náv,1,nov,n oʊ v,1.84,1
náz,1,news,n u z,1.84,1
néd,1,need,n i d,1.84,1
nén,1,known,n oʊ n,1.84,1
nét,1,not,n ɑ t,1.84,1
nóz,1,news,n u z,1.84,1
ondó,1,and,ʌ n d,1.84,1
pasz,1,pass,p æ s,1.84,1
pepe,1,pop,p ɑ p,1.84,1
perry,1,pet,p ɛ t,1.84,1
ph.d,1,paid,p eɪ d,1.84,1
phd,1,paid,p eɪ d,1.84,1
php,1,pop,p ɑ p,1.84,1
pla,1,play,p l eɪ,1.84,1
plc,1,play,p l eɪ,1.84,1
pld,1,old,oʊ l d,1.84,1
pls,1,play,p l eɪ,1.84,1
plá,1,play,p l eɪ,1.84,1
poe,1,paul,p ɔ l,1.84,1
pofa,1,paul,p ɔ l,1.84,1
ponty,1,paul,p ɔ l,1.84,1
pope,1,paul,p ɔ l,1.84,1
porc,1,paul,p ɔ l,1.84,1
porn,1,paul,p ɔ l,1.84,1
ptk,1,pick,p ɪ k,1.84,1
pufi,1,put,p ʊ t,1.84,1
pure,1,put,p ʊ t,1.84,1
px,1,x,ɛ k s,1.84,1
páz,1,pays,p eɪ z,1.84,1
pót,1,put,p ʊ t,1.84,1
póz,1,pays,p eɪ z,1.84,1
púp,1,pop,p ɑ p,1.84,1
püs,1,push,p ʊ ʃ,1.84,1
rele,1,well,w ɛ l,1.84,1
remy,1,them,ð ɛ m,1.84,1
rene,1,when,w ɛ n,1.84,1
reno,1,when,w ɛ n,1.84,1
requ,1,check,tʃ ɛ k,1.84,1
ride,1,did,d ɪ d,1.84,1
rima,1,him,h ɪ m,1.84,1
rise,1,wish,w ɪ ʃ,1.84,1
riva,1,give,g ɪ v,1.84,1
rivi,1,give,g ɪ v,1.84,1
rudi,1,would,w ʊ d,1.84,1
rudy,1,would,w ʊ d,1.84,1
rush,1,push,p ʊ ʃ,1.84,1
rust,1,push,p ʊ ʃ,1.84,1
sak,1,shock,ʃ ɑ k,1.84,1
sap,1,ship,ʃ ɪ p,1.84,1
seau,1,shell,ʃ ɛ l,1.84,1
sei,1,shell,ʃ ɛ l,1.84,1
semi,1,them,ð ɛ m,1.84,1
sey,1,shell,ʃ ɛ l,1.84,1
sql,1,shall,ʃ æ l,1.84,1
szaty,1,such,s ʌ tʃ,1.84,1
szeru,1,said,s ɛ d,1.84,1
szvsz,1,sauce,s ɔ s,1.84,1
széf,1,safe,s eɪ f,1.84,1
szók,1,sick,s ɪ k,1.84,1
szóv,1,save,s eɪ v,1.84,1
szúk,1,sick,s ɪ k,1.84,1
szüz,1,says,s ɛ z,1.84,1
sáf,1,chef,ʃ ɛ f,1.84,1
séf,1,chef,ʃ ɛ f,1.84,1
síp,1,ship,ʃ ɪ p,1.84,1
sőt,1,shit,ʃ ɪ t,1.84,1
teddy,1,tell,t ɛ l,1.84,1
tee,1,tell,t ɛ l,1.84,1
tenye,1,tell,t ɛ l,1.84,1
tero,1,tell,t ɛ l,1.84,1
terry,1,tell,t ɛ l,1.84,1
tesi,1,tell,t ɛ l,1.84,1
teve,1,tell,t ɛ l,1.84,1
tnt,1,ain't,eɪ n t,1.84,1
toby,1,talk,t ɔ k,1.84,1
tofu,1,talk,t ɔ k,1.84,1
tommy,1,talk,t ɔ k,1.84,1
tone,1,talk,t ɔ k,1.84,1
tori,1,talk,t ɔ k,1.84,1
toro,1,talk,t ɔ k,1.84,1
toy,1,talk,t ɔ k,1.84,1
tx,1,x,ɛ k s,1.84,1
tyűz,1,choose,tʃ u z,1.84,1
tín,1,turn,t ɝ n,1.84,1
tóf,1,tough,t ʌ f,1.84,1
tót,1,taught,t ɔ t,1.84,1
tün,1,turn,t ɝ n,1.84,1
tőz,1,ties,t aɪ z,1.84,1
vele,1,well,w ɛ l,1.84,1
vhs,1,fish,f ɪ ʃ,1.84,1
pszic,1,please,p l i z,1.858,19
árul,1,school,s k u l,1.858,18
odik,1,click,k l ɪ k,1.858,9
aid,1,speed,s p i d,1.858,7
brit,1,sweet,s w i t,1.858,6
alul,1,school,s k u l,1.858,4
whit,1,sweet,s w i t,1.858,3
ájul,1,school,s k u l,1.858,3
brut,1,blues,b l u z,1.858,2
priv,1,please,p l i z,1.858,2
acid,1,speed,s p i d,1.858,1
amugy,1,smooth,s m u ð,1.858,1
aqua,1,school,s k u l,1.858,1
aviv,1,steve,s t i v,1.858,1
avul,1,school,s k u l,1.858,1
book,1,black,b l æ k,1.858,1
boom,1,blog,b l ɔ g,1.858,1
boot,1,built,b ɪ l t,1.858,1
boyd,1,blood,b l ʌ d,1.858,1
bvit,1,sweet,s w i t,1.858,1
chit,1,sweet,s w i t,1.858,1
cluj,1,blues,b l u z,1.858,1
cool,1,small,s m ɔ l,1.858,1
cruz,1,blues,b l u z,1.858,1
does,1,flesh,f l ɛ ʃ,1.858,1
doom,1,dogs',d ɔ g z,1.858,1
door,1,dogs',d ɔ g z,1.858,1
food,1,find,f aɪ n d,1.858,1
goes,1,flesh,f l ɛ ʃ,1.858,1
good,1,called,k ɔ l d,1.858,1
grid,1,speed,s p i d,1.858,1
hood,1,called,k ɔ l d,1.858,1
joel,1,smell,s m ɛ l,1.858,1
keop,1,camp,k æ m p,1.858,1
leon,1,left,l ɛ f t,1.858,1
mood,1,called,k ɔ l d,1.858,1
noel,1,smell,s m ɛ l,1.858,1
odin,1,skin,s k ɪ n,1.858,1
oecd,1,held,h ɛ l d,1.858,1
oil,1,still,s t ɪ l,1.858,1
oket,1,scott,s k ɑ t,1.858,1
open,1,spain,s p eɪ n,1.858,1
paul,1,school,s k u l,1.858,1
phis,1,please,p l i z,1.858,1
pool,1,small,s m ɔ l,1.858,1
pris,1,please,p l i z,1.858,1
raul,1,school,s k u l,1.858,1
root,1,fault,f ɔ l t,1.858,1
saul,1,school,s k u l,1.858,1
shit,1,sweet,s w i t,1.858,1
tool,1,small,s m ɔ l,1.858,1
örök,1,smoke,s m oʊ k,1.87,14
völgy,1,told,t oʊ l d,1.87,10
csönd,1,don't,d oʊ n t,1.87,3
csönz,1,don't,d oʊ n t,1.87,3
öböl,1,stole,s t oʊ l,1.87,3
bölyű,1,bold,b oʊ l d,1.87,1
dögl,1,don't,d oʊ n t,1.87,1
dökl,1,don't,d oʊ n t,1.87,1
dörg,1,don't,d oʊ n t,1.87,1
pörg,1,polls,p oʊ l z,1.87,1
thök,1,smoke,s m oʊ k,1.87,1
gumi,1,whom,h u m,1.89,6
nyuszi,1,use,j u s,1.89,2
csupa,1,loop,l u p,1.89,1
cube,1,tube,t u b,1.89,1
frusz,1,flew,f l u,1.89,1
fruzs,1,flew,f l u,1.89,1
guns,1,soon,s u n,1.89,1
gyuri,1,june,dʒ u n,1.89,1
hook,1,hall,h ɔ l,1.89,1
iki,1,ski,s k i,1.89,1
kfur,1,clue,k l u,1.89,1
moon,1,mall,m ɔ l,1.89,1
muri,1,move,m u v,1.89,1
neon,1,net,n ɛ t,1.89,1
ruby,1,tube,t u b,1.89,1
rupt,1,loop,l u p,1.89,1
skye,1,ski,s k i,1.89,1
lloyd,1,speed,s p i d,1.895,1
gömb,1,home,h oʊ m,1.907,3
böde,1,both,b oʊ θ,1.907,1
gödr,1,code,k oʊ d,1.907,1
jövő,1,you've,j u v,1.907,1
ami,1,smith,s m ɪ θ,1.92,26
ati,1,still,s t ɪ l,1.92,11
tri,1,twin,t w ɪ n,1.92,10
ste,1,step,s t ɛ p,1.92,6
üli,1,click,k l ɪ k,1.92,6
gli,1,click,k l ɪ k,1.92,5
ali,1,click,k l ɪ k,1.92,4
bro,1,blog,b l ɔ g,1.92,4
fre,1,flesh,f l ɛ ʃ,1.92,4
fri,1,flip,f l ɪ p,1.92,4
kci,1,click,k l ɪ k,1.92,4
ate,1,step,s t ɛ p,1.92,3
bre,1,bless,b l ɛ s,1.92,2
nke,1,sketch,s k ɛ tʃ,1.92,2
thi,1,twin,t w ɪ n,1.92,2
tle,1,flesh,f l ɛ ʃ,1.92,2
vmi,1,smith,s m ɪ θ,1.92,2
áli,1,click,k l ɪ k,1.92,2
éle,1,flesh,f l ɛ ʃ,1.92,2
ale,1,flesh,f l ɛ ʃ,1.92,1
ame,1,smell,s m ɛ l,1.92,1
amo,1,small,s m ɔ l,1.92,1
amy,1,smith,s m ɪ θ,1.92,1
ape,1,spell,s p ɛ l,1.92,1
